name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
Edderfugle Oeer,GL,,04208,,74.0333,-57.8167,40.0,America/Thule,1982-01-04,2025-03-24,2015-10-22,2022-03-26,,,3897668.377456623
Malahat,CA,BC,71774,CWKH,48.57,-123.53,366.0,America/Vancouver,1995-04-23,2025-04-23,1920-01-12,2024-04-28,1920-01-01,2022-01-01,3899169.612251487
Race Rocks,CA,BC,71778,CWQK,48.3,-123.53,7.0,America/Vancouver,1995-04-23,2025-04-23,1996-06-06,2024-04-28,1996-01-01,2022-01-01,3901516.070101422
Fort Nelson Ua,CA,BC,71945,CYYE,58.84,-122.57,378.0,America/Fort_Nelson,1942-02-20,2025-04-23,1937-09-19,2022-04-25,1937-01-01,2022-01-01,3904931.362529619
Salem McNary Field,US,OR,72694,KSLE,44.9,-123.0,64.0,America/Los_Angeles,1973-01-01,2025-04-23,1892-12-01,2025-04-20,1892-01-01,2022-01-01,3906832.5449154335
Pereira / Matecana,CO,RIS,80210,SKPE,4.8167,-75.7333,1342.0,America/Bogota,1950-01-01,2025-04-23,1963-03-22,2025-03-30,1964-01-01,2021-01-01,3907053.4053887385
Merced / Castle Air Force Base,US,CA,72481,KMER,37.3667,-120.5667,57.0,America/Los_Angeles,1942-01-01,2025-03-07,1942-01-20,2022-04-25,1942-01-01,2022-01-01,3909706.931801748
North Cowichan,CA,BC,71927,CVOO,48.82,-123.72,45.0,America/Vancouver,1957-08-02,2025-02-05,2007-11-27,2024-04-28,2008-01-01,2022-01-01,3911052.367988977
Fort Simpson Airport,CA,NT,71946,CYFS,61.76,-121.24,170.0,America/Inuvik,1934-01-01,2025-04-23,1943-07-02,2022-12-12,1943-01-01,2021-01-01,3911848.926799812
"Nawcwpns Point Mugu, Ca",US,CA,72391,KNTD,34.1167,-119.1167,4.0,America/Los_Angeles,1973-01-01,2025-04-23,1946-03-01,2025-04-19,1946-01-01,2022-01-01,3914500.8060317333
Entrance Island,CA,BC,71772,CWEL,49.21,-123.81,8.0,America/Vancouver,1995-04-23,2025-04-23,1992-05-01,2024-04-28,1992-01-01,2022-01-01,3914711.2271823934
Victoria / Sooke,CA,BC,,CWIR,48.3667,-123.75,38.0,America/Vancouver,1980-03-01,2024-12-11,1980-03-03,2024-04-28,2007-01-01,2022-01-01,3917116.38914587
San Clemente / Avalon,US,CA,,KNUC,33.0227,-118.5885,56.0,America/Los_Angeles,1943-06-10,2025-04-23,1943-06-10,2022-04-23,1945-01-01,1986-01-01,3917766.8628014047
Oxnard,US,CA,,KOXR,34.2008,-119.2072,14.0,America/Los_Angeles,1944-04-01,2025-04-23,1944-04-02,2022-04-24,1944-01-01,2022-01-01,3918594.1304138736
"Sheridan, Ca",US,CA,74500,KBAB,39.0,-121.3333,0.0,America/Los_Angeles,1959-07-01,2025-04-23,1959-07-02,2022-04-24,1959-01-01,2021-01-01,3918668.3573869322
Bogota / Eldorado,CO,CAM,80222,SKBO,4.7167,-74.15,2547.0,America/Bogota,1941-03-01,2025-04-23,1941-03-02,2025-04-20,1941-01-01,2022-01-01,3919100.9560520896
Nanaimo Airport,CA,BC,,CYCD,49.05,-123.8667,28.0,America/Vancouver,1955-07-02,2025-04-23,2005-01-01,2024-04-28,2005-01-01,2022-01-01,3919979.1060384866
Camsell River,CA,AB,,CWOA,65.6167,-118.1167,230.0,America/Yellowknife,1984-01-01,2025-02-03,1984-04-05,2024-04-28,2001-01-01,2022-01-01,3921103.8225444597
Kugluktuk Airport,CA,NU,71938,CYCO,67.82,-115.14,23.0,America/Cambridge_Bay,1934-01-01,2025-04-23,1944-08-27,2025-04-20,1944-01-01,2022-01-01,3922291.947948696
Clut Lake,CA,BC,,CWCX,66.0,-117.7667,185.0,America/Yellowknife,1993-07-01,2025-02-03,1993-07-02,2024-04-28,2012-01-01,2022-01-01,3925190.7625382342
Puntzi Mountain,CA,BC,71050,CWPU,52.11,-124.14,910.0,America/Vancouver,1977-07-01,2025-02-03,1983-04-02,2024-04-28,1995-01-01,2022-01-01,3928693.887719644
Sheringham Point,CA,BC,71780,CWSP,48.38,-123.92,7.0,America/Vancouver,1995-04-23,2025-04-23,1992-05-01,2024-04-28,1992-01-01,2022-01-01,3929506.573658106
Montague / Snowden,US,CA,,KSIY,41.7814,-122.4681,808.0,America/Los_Angeles,1950-01-01,2025-04-23,1950-01-02,2022-04-24,1950-01-01,2021-01-01,3931956.142572643
Modesto City / Riverside,US,CA,,KMOD,37.6258,-120.9544,30.0,America/Los_Angeles,1973-01-01,2025-04-23,1998-05-16,2022-04-24,1999-01-01,2021-01-01,3933021.3576373863
Sacramento / McClellan Park,US,CA,,KMCC,38.6676,-121.4006,23.0,America/Los_Angeles,1939-11-09,2025-04-23,1941-02-09,2022-04-24,1941-01-01,2022-01-01,3934954.4291242757
Mahlon Sweet Field,US,OR,72693,KEUG,44.1333,-123.2167,111.0,America/Los_Angeles,1973-01-01,2025-04-23,1938-06-01,2025-04-20,1938-01-01,2022-01-01,3938200.079924565
Ballenas Island,CA,BC,71769,CWGB,49.35,-124.16,15.0,America/Vancouver,1995-04-23,2024-12-31,1966-12-15,2024-04-28,1967-01-01,2022-01-01,3939072.346384449
Armenia / El Eden,CO,QUI,80211,SKAR,4.5,-75.7167,1204.0,America/Bogota,1950-01-01,2025-04-23,1964-09-17,2025-03-30,1967-01-01,2021-01-01,3942242.285180052
Hoquiam / Aberdeen / Grays Harbor City,US,WA,,KHQM,46.9712,-123.9366,6.0,America/Los_Angeles,1991-01-08,2025-04-23,2001-03-02,2022-04-24,2001-01-01,2022-01-01,3946612.9162242115
Stockton Metropolitan Airport,US,CA,72492,KSCK,37.9,-121.2333,9.0,America/Los_Angeles,1941-01-03,2025-04-23,1941-02-20,2025-04-21,1941-01-01,2022-01-01,3946789.2588663446
Sacramento Executive Airport,US,CA,72483,KSAC,38.5,-121.5,6.0,America/Los_Angeles,1973-01-01,2025-04-23,1941-11-10,2025-04-20,1941-01-01,2022-01-01,3948718.968221312
Ibague / Perales,CO,TOL,80214,SKIB,4.4333,-75.15,928.0,America/Bogota,1973-01-01,2025-04-23,1973-01-01,2025-03-31,1977-01-01,2021-01-01,3949277.3618160463
Sacramento / Kiesel,US,CA,,KSMF,38.6954,-121.5908,8.0,America/Los_Angeles,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1974-01-01,2022-01-01,3949827.7396834698
Rogue Valley International  Airport,US,OR,72597,KMFR,42.3833,-122.8833,406.0,America/Los_Angeles,1973-01-01,2025-04-23,1928-01-01,2025-04-20,1928-01-01,2022-01-01,3950408.38987284
Redding Municipal Airport,US,CA,72592,KRDD,40.5,-122.2833,153.0,America/Los_Angeles,1992-01-01,2025-04-23,1986-09-01,2025-04-20,1986-01-01,2022-01-01,3951570.110925877
Port Of Astoria Airport,US,OR,72791,KAST,46.15,-123.8833,3.0,America/Los_Angeles,1973-01-01,2025-04-23,1953-01-16,2025-04-20,1953-01-01,2022-01-01,3954266.8687837753
Sisters Island,CA,BC,71781,CWGT,49.49,-124.43,20.0,America/Vancouver,1995-04-23,2025-04-23,1992-05-01,2023-05-04,1992-01-01,2022-01-01,3957580.136996163
Horta / Castelo Branco Acores,PT,AZ,08505,LPHR,38.5167,-28.7167,40.0,Atlantic/Azores,1976-02-01,2025-04-23,1999-01-02,2022-04-24,2020-01-01,2022-01-01,3958406.968936922
Red Bluff Municipal Airport,US,CA,72591,KRBL,40.15,-122.25,106.0,America/Los_Angeles,1973-01-01,2025-04-23,1892-01-01,2025-04-20,1892-01-01,2022-01-01,3959002.57461313
Santa Barbara / La Patera,US,CA,72392,KSBA,34.4262,-119.8415,4.0,America/Los_Angeles,1973-01-01,2025-04-23,1941-01-02,2025-04-20,1941-01-01,2022-01-01,3962868.946066922
Edenbower,US,OR,72690,KRBG,43.23,-123.35,160.0,America/Los_Angeles,1980-05-14,2025-04-23,1997-06-26,2022-04-25,2005-01-01,2022-01-01,3967875.787112937
Bernard Harbour,CA,AB,,CWHS,68.7833,-114.8333,65.0,America/Cambridge_Bay,1977-07-01,2021-10-18,1982-03-02,2021-10-17,2001-01-01,2021-01-01,3968778.348374935
Lindburg Landing,CA,NT,71682,CXLL,61.13,-122.85,183.0,America/Inuvik,2001-09-16,2025-03-07,1998-06-13,2024-04-28,1999-01-01,2018-01-01,3975851.7549868003
Paso Robles / Estrella,US,CA,,KPRB,35.6729,-120.6271,256.0,America/Los_Angeles,1941-12-01,2025-04-23,1942-02-02,2022-04-24,1942-01-01,2022-01-01,3978357.146086661
Quillayute State Airport,US,WA,72797,KUIL,47.9333,-124.5667,59.0,America/Los_Angeles,1973-01-01,2025-04-23,1966-08-01,2025-04-20,1966-01-01,2022-01-01,3981897.189721463
Villavicencio / Vanguardia,CO,MET,80234,SKVV,4.1667,-73.6167,423.0,America/Bogota,1950-01-01,2025-04-23,1964-09-17,2025-03-01,1977-01-01,2021-01-01,3981981.5859021177
San Nicolas Island,US,CA,72291,KNSI,33.2333,-119.4667,154.0,America/Los_Angeles,1943-06-16,2025-04-23,1933-08-22,2022-04-24,1933-01-01,2021-01-01,3983021.27945936
Sexton Summit / Hugo,US,OR,,KSXT,42.6,-123.3667,1170.0,America/Los_Angeles,1973-01-01,2025-04-12,1973-01-04,2022-04-24,1979-01-01,2021-01-01,3983862.9297855203
Fort Liard,CA,NT,71497,CYJF,60.23,-123.47,213.0,America/Yellowknife,1999-01-14,2025-04-22,1996-05-01,2024-04-28,1996-01-01,2022-01-01,3985988.922978528
Comox Airport,CA,BC,71893,CYQQ,49.72,-124.9,26.0,America/Vancouver,1954-01-01,2025-04-23,1944-07-02,2024-04-28,1944-01-01,2022-01-01,3989764.2541382047
Nitinat Lake Meteorological Aeronautical Presentation System,CA,AB,,CWAC,48.6667,-124.8333,41.0,America/Vancouver,1987-07-10,2024-05-29,1987-09-03,2024-04-28,2008-01-01,2022-01-01,3993780.222886302
Fairfield / Travis Air Force Base,US,CA,74516,KSUU,38.2667,-121.95,19.0,America/Los_Angeles,1943-08-11,2025-04-23,1943-08-12,2025-02-13,1943-01-01,2021-01-01,3993938.5476451875
Port Alberni,CA,BC,71475,CWQC,49.32,-124.93,76.0,America/Vancouver,1981-02-01,2025-02-05,1986-07-15,2024-04-28,1995-01-01,2022-01-01,3994962.741664265
Santa Maria Public Airport,US,CA,72394,KSMX,34.9,-120.4667,79.0,America/Los_Angeles,1973-01-01,2025-04-23,1948-01-01,2025-04-20,1948-01-01,2022-01-01,3996057.986826165
Resolute Bay Airport,CA,NU,71924,CYRB,74.72,-94.97,68.0,America/Resolute,1947-10-11,2025-04-23,1947-10-01,2025-04-16,1947-01-01,2022-01-01,3997733.9177273447
Livermore / East Pleasanton,US,CA,,KLVK,37.6934,-121.8204,122.0,America/Los_Angeles,2000-01-01,2025-04-23,2000-01-02,2022-04-24,2000-01-01,2021-01-01,4002976.0675079958
Campbell River,CA,BC,71205,CYBL,49.9508,-125.2708,106.0,America/Vancouver,1977-07-01,2025-04-23,2020-01-15,2022-04-24,,,4014692.4667225517
Buenaventura,CO,VDC,80252,SKBU,3.85,-76.9667,14.0,America/Bogota,1933-01-03,2025-04-22,,,1970-01-01,1983-01-01,4018201.176965857
Salinas / Spreckels Junction,US,CA,72593,KSNS,36.6628,-121.6064,26.0,America/Los_Angeles,1941-08-05,2025-04-23,1930-06-14,2025-04-20,1930-01-01,2022-01-01,4022610.885444607
Napa / Middleton,US,CA,,KAPC,38.2132,-122.2807,11.0,America/Los_Angeles,2000-01-01,2025-04-23,2000-01-02,2022-04-24,2001-01-01,2022-01-01,4023253.4585433346
San Jose / Santa Clara Trailer Village,US,CA,,KSJC,37.3627,-121.9291,19.0,America/Los_Angeles,1973-01-01,2025-04-23,1973-01-01,2022-04-24,2000-01-01,2022-01-01,4023852.3990982655
Aputiteeq,GL,,04351,BGAT,67.7833,-32.3,13.0,America/Godthab,1987-03-01,2025-03-24,2015-10-22,2022-03-25,,,4026041.474279766
Hayward / Russell City,US,CA,72585,KHWD,37.6589,-122.1218,16.0,America/Los_Angeles,2000-01-01,2025-04-23,1998-09-19,2025-04-20,1998-01-01,2022-01-01,4029344.414099246
Moffett Field,US,CA,74509,KNUQ,37.4333,-122.05,10.0,America/Los_Angeles,1973-01-01,2025-04-23,1945-03-01,2022-04-25,1945-01-01,2022-01-01,4031411.533887336
North Bend,US,OR,72691,KOTH,43.4169,-124.247,5.0,America/Los_Angeles,1977-01-01,2025-04-23,1977-02-26,2022-04-25,1981-01-01,2022-01-01,4034693.9036359577
Fort Ord / Blanco,US,CA,69007,KOAR,36.6815,-121.7617,42.0,America/Los_Angeles,1973-01-02,2025-04-23,1983-03-31,2022-04-25,2020-01-01,2022-01-01,4034941.4247809555
Metro Oakland International  Airport,US,CA,72493,KOAK,37.7167,-122.2333,2.0,America/Los_Angeles,1943-01-01,2025-04-23,1943-01-02,2025-04-20,1943-01-01,2022-01-01,4036595.5803340552
Cali / Alfonso Bonillaaragon,CO,VDC,80259,SKCL,3.55,-76.3833,961.0,America/Bogota,1949-01-03,2025-04-23,1961-01-01,2025-03-18,1961-01-01,2022-01-01,4049336.710542846
San Francisco Airport,US,CA,72494,KSFO,37.6167,-122.3667,3.0,America/Los_Angeles,1973-01-01,2025-04-23,1945-07-01,2025-04-20,1945-01-01,2022-01-01,4051276.216978969
Helmcken Island,CA,AB,,CWXM,50.4,-125.8667,19.0,America/Vancouver,1986-09-16,2024-12-11,1986-09-17,2015-10-26,2008-01-01,2015-01-01,4054016.188949929
Santa Rosa / Shiloh,US,CA,,KSTS,38.509,-122.8129,39.0,America/Los_Angeles,2000-01-01,2025-04-23,2000-01-02,2022-04-24,2000-01-01,2022-01-01,4057363.902093045
Tofino Airport,CA,BC,,CYAZ,49.0833,-125.7667,24.0,America/Vancouver,1958-12-02,2025-04-23,1960-01-02,2022-04-24,1960-01-01,1978-01-01,4057686.422444227
Georgetown,GY,DM,81001,SYGT,6.8,-58.15,1.0,America/Guyana,1941-08-18,2024-12-13,1941-08-25,2025-04-20,1941-01-01,2021-01-01,4058123.3905087486
Kamarang,GY,CM,81005,SYKM,5.8833,-60.5,494.0,America/Guyana,1973-01-01,2023-09-29,,,2016-01-01,2021-01-01,4062149.5853178794
Wrigley,CA,NT,,CYWY,63.2094,-123.4367,149.0,America/Inuvik,1943-06-01,2023-08-03,1943-11-05,2022-03-30,1944-01-01,1944-01-01,4065618.731849572
Ukiah / Asylum,US,CA,,KUKI,39.126,-123.2009,188.0,America/Los_Angeles,1973-01-01,2025-04-23,1973-01-01,2022-04-24,2005-01-01,2022-01-01,4068963.5224276343
Grise Fiord,CA,NU,71971,CWGZ,76.42,-82.9,44.0,America/Iqaluit,1978-11-16,2025-04-22,2007-11-01,2024-04-28,2007-01-01,2022-01-01,4072778.3175899736
Crescent City / Crescent City North,US,CA,,KCEC,41.7802,-124.2365,19.0,America/Los_Angeles,1973-01-01,2025-04-23,1992-08-13,2022-04-24,2005-01-01,2022-01-01,4074504.885468347
Thule A. B.,GL,QS,04202,BGTL,76.5333,-68.75,77.0,America/Thule,1951-11-01,2025-04-23,1951-10-26,2025-04-09,1951-01-01,2022-01-01,4079830.0133357365
Carey Isl.,GL,,04203,,76.6333,-73.0,11.0,America/Thule,1973-07-01,2025-03-24,2015-10-22,2022-03-26,,,4080352.059317795
Lajes Acores,PT,AZ,08509,LPLA,38.7667,-27.1,52.0,Atlantic/Azores,1947-01-01,2025-04-23,1947-01-01,2025-04-09,1947-01-01,2022-01-01,4084054.154621933
Timehri Airport,GY,DM,81002,SYTM,6.5,-58.25,28.0,America/Guyana,1973-01-01,2024-12-13,1949-01-01,2025-04-20,1949-01-01,2021-01-01,4084902.32659303
Arcata / Clam Beach,US,CA,,KACV,40.9781,-124.1086,68.0,America/Los_Angeles,1973-01-01,2025-04-23,1973-01-01,2022-04-24,1981-01-01,2022-01-01,4086466.4941121587
Bella Coola Airport,CA,BC,71206,CYBD,52.39,-126.6,36.0,America/Vancouver,1983-07-07,2025-04-23,1983-02-01,2021-12-01,1983-01-01,2017-01-01,4095878.1751291538
Haldane River,CA,AB,,CWNW,67.0667,-121.1,186.0,America/Inuvik,1995-09-01,2024-12-11,2008-12-04,2024-04-28,2009-01-01,2022-01-01,4108950.2462878684
Estevan Point CS,CA,BC,71894,CWEB,49.38,-126.54,6.0,America/Vancouver,1955-07-02,2025-04-23,1977-07-01,2025-04-19,1977-01-01,2022-01-01,4110640.5850401837
Neiva / Benito Salas,CO,HUI,80315,SKNV,2.9667,-75.3,439.0,America/Bogota,1964-09-09,2025-04-23,1964-09-17,2025-04-20,1968-01-01,2021-01-01,4112376.200080523
Alert Bay,CA,BC,,CYAL,50.5833,-126.9333,59.0,America/Vancouver,1955-07-02,2025-02-04,1977-07-01,2025-04-11,1977-01-01,2022-01-01,4128017.2921672245
Deline CS,CA,NT,71503,CXDE,65.21,-123.43,213.0,America/Inuvik,1986-11-01,2025-04-23,1999-02-01,2024-04-28,1999-01-01,2022-01-01,4132103.9587164586
Fort Franklin  /  Deline,CA,NT,,CYWJ,65.2111,-123.4364,214.0,America/Inuvik,1999-01-14,2025-04-22,2020-01-24,2022-03-22,,,4132425.8200822193
Smithers,CA,BC,71950,CYYD,54.83,-127.18,523.0,America/Vancouver,1955-07-02,2025-04-23,1957-01-07,2025-04-19,1957-01-01,2022-01-01,4134727.3073031525
Summit / Summit Camp,GL,UO,04416,,72.5833,-38.45,3202.0,America/Godthab,1998-03-01,2020-12-08,,,,,4135641.021008935
Virginia Falls,CA,NT,,CWZV,61.6333,-125.8,610.0,America/Inuvik,1995-04-30,2025-04-23,2000-01-27,2024-04-28,2009-01-01,2022-01-01,4141474.130053159
Croker River,CA,NU,71059,CWXR,69.28,-119.22,69.0,America/Cambridge_Bay,1998-12-24,2022-03-15,1993-02-26,2022-01-30,1995-01-01,2021-01-01,4147017.526307054
St Charles Creek,CA,NT,,CWMV,64.75,-124.2167,341.0,America/Inuvik,1995-10-01,2024-12-11,2009-02-14,2024-04-28,2009-01-01,2022-01-01,4151451.6774257873
New Amsterdam,GY,EC,81058,,6.25,-57.25,1.0,America/Guyana,1986-08-03,2024-12-13,,,2016-01-01,2021-01-01,4152704.691781962
Cathedral Point,CA,BC,71482,CWME,52.19,-127.47,26.0,America/Vancouver,1985-07-05,2025-04-23,1986-02-15,2024-02-19,1995-01-01,2021-01-01,4155695.2702819677
Port Hardy Airport,CA,BC,71109,CYZT,50.68,-127.37,22.0,America/Vancouver,1955-07-05,2025-04-23,1944-02-01,2025-04-12,1944-01-01,2022-01-01,4157992.2570454665
San Jose Del Guaviare,CO,GVR,80322,SKSJ,2.5667,-72.6333,155.0,America/Bogota,1980-08-03,2025-04-23,,,,,4164701.816063203
Popayan / Guillermo,CO,CAU,80308,SKPP,2.4667,-76.6,1730.0,America/Bogota,1949-05-13,2025-04-23,,,,,4170449.445374663
Kaieteur,GY,PT,,SYKA,5.1778,-59.4875,469.0,America/Guyana,1978-09-01,2018-09-19,,,,,4173452.8987662196
Herbert Island,CA,BC,71485,CWLP,50.94,-127.63,14.0,America/Vancouver,1985-01-02,2025-04-23,1985-01-03,2024-04-28,1995-01-01,2021-01-01,4174188.572176054
Santa Elena De Uairen,VE,F,80462,SVSE,4.6,-61.1167,907.0,America/Caracas,1973-02-26,2018-10-29,1961-01-01,2016-03-25,1950-01-01,2014-01-01,4175988.0799366646
Pine Island Meteorological Aeronautical Presentation System,CA,BC,,CWPI,50.9833,-127.7333,9.0,America/Vancouver,1983-03-01,2024-12-11,1983-10-06,2024-04-28,2007-01-01,2022-01-01,4181073.949152694
Mittarfik Qaanaaq,GL,QS,04205,,77.4833,-69.3833,16.0,America/Thule,1973-01-02,2025-03-24,2015-10-22,2022-03-26,2018-01-01,2018-01-01,4182358.3198737693
Holman CS,CA,NT,71029,CYHI,70.76,-117.8,30.0,America/Yellowknife,1950-01-01,2025-04-23,1992-07-01,2025-04-11,2000-01-01,2022-01-01,4182754.5000826153
Nickerie,SR,NI,81202,SMNI,5.95,-57.0333,2.0,America/Paramaribo,1973-04-16,2024-12-05,,,2020-01-01,2021-01-01,4192760.9515197026
Bull Harbour / San Josef,CA,BC,,CYBH,50.9167,-127.95,14.0,America/Vancouver,1977-07-01,2024-05-02,2007-09-01,2024-04-28,2007-01-01,2022-01-01,4196743.246522788
Solander Island,CA,BC,71479,CWRU,50.11,-127.94,94.0,America/Vancouver,1985-01-02,2025-04-23,1985-01-13,2024-04-28,1995-01-01,2019-01-01,4203420.64329698
Tulita  /  Fort Norman,CA,NT,,CZFN,64.9086,-125.5683,101.0,America/Inuvik,1934-01-01,2025-04-22,2020-12-14,2020-12-17,,,4217743.19737423
Rabbit Kettle,CA,NT,71980,CWQF,61.96,-127.21,618.0,America/Inuvik,1995-10-01,2025-02-05,1995-09-19,2024-04-28,1995-01-01,2017-01-01,4221218.015218962
Terrace Airport,CA,BC,71951,CYXT,54.47,-128.58,217.0,America/Vancouver,1955-07-02,2025-04-23,1953-08-03,2022-12-11,1955-01-01,2022-01-01,4224304.250153169
Ponta Delgada / Nordela Acores,PT,AZ,08512,LPPD,37.7333,-25.7,71.0,Atlantic/Azores,1931-01-03,2025-04-23,1973-01-02,2023-12-30,1949-01-01,2022-01-01,4236277.212068511
McInnes Island,CA,BC,71897,CWMS,52.26,-128.72,26.0,America/Vancouver,1977-07-01,2022-08-13,1954-02-15,2024-04-28,1954-01-01,2022-01-01,4240391.051298215
Nanakwa Shoals / Weewanie,CA,BC,,CWCB,53.8333,-128.8317,0.0,America/Vancouver,1994-02-01,2025-02-23,1994-04-09,2022-03-06,2005-01-01,2021-01-01,4241468.249725381
Tuktut Nogait,CA,NT,71492,CXTN,69.2,-122.36,552.0,America/Inuvik,2001-09-16,2025-04-23,1998-09-19,2024-04-28,1999-01-01,2021-01-01,4253728.019962265
Florencia / Capitolio,CO,CAQ,80354,SKFL,1.6,-75.5333,244.0,America/Bogota,1966-12-01,2025-04-23,,,,,4264483.612922484
Sartine Island,CA,BC,71478,CWFG,50.82,-128.91,103.0,America/Vancouver,1985-01-30,2025-02-05,1985-02-03,2024-04-28,1995-01-01,2021-01-01,4264757.426603486
"Watson Lake, Y. T.",CA,YT,71953,CYQH,60.1167,-128.8167,690.0,America/Whitehorse,1942-04-01,2025-04-23,1938-10-01,2022-04-25,1938-01-01,2022-01-01,4275462.016945104
Norman Wells Airport,CA,NT,71043,CYVQ,65.28,-126.8,72.0,America/Yellowknife,1945-01-01,2025-04-23,1943-05-01,2022-12-11,1943-01-01,2022-01-01,4284425.028778888
Zorg En Hoop,SR,PM,81200,SMZO,5.8167,-55.1833,7.0,America/Paramaribo,1973-04-10,2025-04-23,,,,,4289258.851726566
Pasto / Antonio Narin,CO,NAR,80342,SKPS,1.4167,-77.2667,1826.0,America/Bogota,1961-01-02,2025-04-23,1957-01-01,2025-04-14,1957-01-01,2022-01-01,4289951.969979834
Keflavikurflugvollur,IS,SU,04018,BIKF,63.9667,-22.6,52.0,Atlantic/Reykjavik,1942-10-01,2025-04-23,1943-02-22,2025-04-09,1943-01-01,2022-01-01,4292687.855586432
Ethelda Bay,CA,BC,,CWTC,53.05,-129.6833,10.0,America/Vancouver,1977-07-01,2024-05-15,2007-06-27,2024-04-28,2007-01-01,2022-01-01,4300817.940621085
Santa Maria Acores,PT,AZ,08515,LPAZ,36.9667,-25.1667,100.0,Atlantic/Azores,1944-08-07,2025-04-23,1944-08-07,2025-04-09,1944-01-01,2022-01-01,4309429.577595567
Colville Lake,CA,NT,71055,CWFX,67.02,-126.12,271.0,America/Yellowknife,1993-07-01,2025-02-03,1993-07-02,2024-01-21,1995-01-01,2022-01-01,4310544.897482734
Stewart Airport,CA,BC,71955,CZST,55.9333,-129.9833,7.0,America/Vancouver,1977-07-01,2025-04-23,1974-12-11,2022-03-23,1975-01-01,2016-01-01,4314014.755941637
Stykkisholmur,IS,VL,04013,BIST,65.0833,-22.7333,8.0,Atlantic/Reykjavik,1973-01-01,2025-03-24,1949-01-01,2025-04-09,1949-01-01,2021-01-01,4315293.967294525
Paulatuk,CA,NT,71984,CZPK,69.36,-124.08,6.0,America/Yellowknife,1994-09-01,2025-02-05,1994-09-01,2025-04-20,1995-01-01,2022-01-01,4322805.329586684
Johan A. Pengel / Zanderij,SR,PA,,SMJP,5.45,-55.1833,16.0,America/Paramaribo,1942-09-01,2025-04-23,1942-09-02,2022-04-22,1942-01-01,1945-01-01,4326287.547809461
Dease Lake,CA,BC,71222,CWKX,58.43,-130.03,801.0,America/Vancouver,1993-08-29,2025-04-23,1993-08-01,2025-04-19,1993-01-01,2022-01-01,4327009.709989634
Reykjavik,IS,NE,04030,BIRK,64.1333,-21.9,54.0,Atlantic/Reykjavik,1931-01-01,2025-04-23,1941-09-01,2025-04-09,1941-01-01,2022-01-01,4329933.974323958
Holland Rock,CA,MB,,CWHL,54.1667,-130.3667,5.0,America/Vancouver,2001-07-05,2025-04-23,2005-01-01,2024-04-28,2006-01-01,2022-01-01,4340767.30599659
"Prince Rupert, BC",CA,BC,71898,CYPR,54.3,-130.4333,34.0,America/Vancouver,1955-07-02,2025-04-23,1977-07-01,2022-04-25,1993-01-01,2022-01-01,4344609.354939435
Mitu,CO,VAU,80361,SKMU,1.1333,-70.05,207.0,America/Bogota,1950-01-04,2025-04-23,,,,,4347209.308219344
Lethem,GY,UT,81006,SYLT,3.3667,-59.8,82.0,America/Guyana,1973-01-01,2025-04-22,,,2016-01-01,2021-01-01,4352023.427808353
Lucy Island Lightstation,CA,BC,71220,CWLC,54.3,-130.61,2.0,America/Vancouver,2001-07-05,2025-04-23,1991-01-01,2024-04-28,1991-01-01,2022-01-01,4356068.646113896
Ipiales / San Luis,CO,NAR,80370,SKIP,0.8167,-77.6333,2961.0,America/Bogota,1949-01-03,2025-04-23,1964-09-16,2025-04-20,1975-01-01,2021-01-01,4358569.582616757
Tulcan / El Rosal,EC,C,84027,SETU,0.8167,-77.7,2950.0,Pacific/Galapagos,1938-09-02,2025-04-22,,,,,4358961.419263975
Grey Islet,CA,BC,71476,CWEK,54.58,-130.7,10.0,America/Vancouver,1988-03-07,2025-04-23,1988-04-25,2024-04-29,1995-01-01,2021-01-01,4360897.353781922
Bonilla Island,CA,BC,71484,CWWL,53.49,-130.64,13.0,America/Vancouver,1986-03-31,2025-04-22,1986-04-01,2024-04-28,1995-01-01,2019-01-01,4361903.256705851
Saint-Laurent-Du-Maroni,GF,GF,81401,SOOM,5.5,-54.0333,4.0,America/Cayenne,1973-01-01,2024-12-13,1973-04-14,2024-11-14,1991-01-01,2021-01-01,4375567.261688839
"Boa Vista, Boa Vista Intl",BR,RR,82022,SBBV,2.8333,-60.7,84.0,America/Boa_Vista,1973-01-01,2025-04-23,1981-12-25,2022-04-25,2008-01-01,2021-01-01,4377199.752561284
Thomsen River,CA,NT,71916,CWYF,73.23,-119.54,42.0,America/Yellowknife,1950-01-01,2025-02-05,1978-07-09,2024-04-28,1997-01-01,2020-01-01,4379163.612760075
Cape Parry Airport,CA,NT,71948,CZUE,70.17,-124.72,87.0,America/Inuvik,1957-01-01,2023-09-05,1957-01-01,2023-09-02,1957-01-01,2022-01-01,4380780.246160798
